scorer,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear
coords,x,y,x,y,x,y,x,y
labeled-data/pursuit-14_days_post_TN_C57-5-4/img0182.png,,,548.3256921094805,100.02517990132935,524.6748735191527,186.18173333752327,489.1986456336611,176.04566822738286
labeled-data/pursuit-14_days_post_TN_C57-5-4/img1078.png,838.8928919335071,56.10223109072069,747.668305942243,138.8800961568678,791.5912547528517,64.54895201583781,810.1740407881091,96.64649153128255
labeled-data/pursuit-14_days_post_TN_C57-5-4/img1343.png,,,734.1535524620556,219.96861703799152,707.1240455016812,130.4333752317508,742.6002733871728,127.054686861704
labeled-data/pursuit-14_days_post_TN_C57-5-4/img1585.png,546.6363479244571,108.47190082644647,529.7429060742229,272.3382867737172,517.9174967790591,155.77353800710193,560.1511014046444,160.84157056217214
labeled-data/pursuit-14_days_post_TN_C57-5-4/img2302.png,,,492.577334003708,182.80304496747647,597.3166734751594,159.15222637714874,585.4912641799956,189.56042170757007
labeled-data/pursuit-14_days_post_TN_C57-5-4/img2652.png,494.2666781887314,8.800593910065118,533.1215944442699,127.054686861704,490.8879898186845,69.61698457090802,524.6748735191527,52.72354272067389
labeled-data/pursuit-14_days_post_TN_C57-5-4/img2819.png,497.6453665587782,603.4497470383056,636.1715897306979,584.8669610030481,534.8109386292933,625.41122144361,528.0535618891995,588.2456493730949
labeled-data/pursuit-14_days_post_TN_C57-5-4/img3331.png,585.4912641799956,520.6718819721585,577.0445432548786,610.2071237783994,544.9470037394337,542.6333563774629,582.1125758099488,566.2841749677907
labeled-data/pursuit-14_days_post_TN_C57-5-4/img3885.png,555.0830688495741,221.65796122301492,536.5002828143167,106.78255664142307,556.7724130345975,182.80304496747647,521.2961851491059,196.3177984476638
labeled-data/pursuit-14_days_post_TN_C57-5-4/img4060.png,614.2101153253934,518.9825377871351,597.3166734751594,350.0481192847941,620.9674920654872,478.4382773465733,585.4912641799956,485.1956540866669
labeled-data/pursuit-14_days_post_TN_C57-5-4/img4547.png,,,703.7453571316344,100.02517990132935,786.5232221977815,152.39484963705513,761.1830594224302,174.35632404235946
labeled-data/pursuit-14_days_post_TN_C57-5-4/img5196.png,671.6478176161895,530.807947082299,767.9404361625238,559.526798227697,678.4051943562831,578.1095842629545,710.502733871728,549.3907331175565
labeled-data/pursuit-14_days_post_TN_C57-5-4/img5505.png,,,767.9404361625238,622.0325330735632,747.668305942243,569.6628633378375,776.3871570876408,542.6333563774629
labeled-data/pursuit-14_days_post_TN_C57-5-4/img5965.png,582.1125758099488,478.4382773465733,546.6363479244571,596.692370298212,541.5683153693869,507.1571284919713,575.3551990698552,525.7399145272287
labeled-data/pursuit-14_days_post_TN_C57-5-4/img6109.png,727.396175721962,616.964500518493,587.180608365019,579.7989284479779,703.7453571316344,598.3817144832354,693.6092920214937,630.4792539986802
labeled-data/pursuit-14_days_post_TN_C57-5-4/img6884.png,487.5093014486377,189.56042170757007,583.8019199949722,101.71452408635275,529.7429060742229,172.66697985733606,504.4027432988718,138.8800961568678
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7062.png,725.7068315369386,600.0710586682588,781.4551896427113,503.7784401219244,774.6978129026174,615.2751563334696,747.668305942243,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7366.png,509.47077585394203,491.9530308267606,566.908478144738,600.0710586682588,499.3347107438016,534.1866354523459,534.8109386292933,518.9825377871351
labeled-data/pursuit-14_days_post_TN_C57-5-4/img7839.png,,,642.9289664707915,601.7604028532822,693.6092920214937,530.807947082299,718.949454796845,557.8374540426736
labeled-data/pursuit-14_days_post_TN_C57-5-4/img8474.png,786.5232221977815,616.964500518493,666.5797850611193,547.7013889325331,761.1830594224302,579.7989284479779,747.668305942243,615.2751563334696
