scorer,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear
coords,x,y,x,y,x,y,x,y
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0169.png,577.8782142748715,164.86298005403933,528.914979203983,293.799499074046,537.0755183824645,199.13724460366143,579.5103221105678,217.09043079632056
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0692.png,628.4735571814565,553.3046449497557,724.7679194875374,527.1909195786151,666.012037402471,597.3715565135554,679.0689000880413,546.7762136069705
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0856.png,458.7343422690426,332.97008713075695,597.4635083032271,373.77278302316415,522.3865478611979,367.24435168037894,528.914979203983,313.38479310240143
labeled-data/pursuit-14_days_post_TN_C57-5-5/img0969.png,,,577.8782142748715,492.91665502899303,592.5671847961381,582.6825859922889,563.189243753605,605.5320956920368
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1329.png,,,623.5772336743676,523.9267039072225,690.4936549379154,579.4183703208962,682.3331157594339,616.9568505419109
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1642.png,718.2394881447523,282.374744224172,692.1257627736117,145.27768602568392,745.9853213515892,251.36469534594255,713.3431646376634,239.93994049606852
labeled-data/pursuit-14_days_post_TN_C57-5-5/img1999.png,672.5404687452562,484.7561158505116,,,680.7010079237376,530.4551352500077,713.3431646376634,510.8698412216522
labeled-data/pursuit-14_days_post_TN_C57-5-5/img2459.png,683.9652235951303,481.49190017911906,,,667.6441452381673,519.0303804001337,714.9752724733597,504.34140987886707
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4084.png,,,643.1625277027231,553.3046449497557,,,,
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4453.png,646.4267433741156,186.08038191809112,621.9451258386713,324.80954795227547,607.2561553174047,207.2977837821428,648.0588512098119,212.19410728923174
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4645.png,698.6541941163969,409.6791554084824,659.4836060596859,543.5119979355779,682.3331157594339,443.9534199581044,718.2394881447523,450.4818513008896
labeled-data/pursuit-14_days_post_TN_C57-5-5/img4819.png,579.5103221105678,452.1139591365859,657.8514982239897,551.6725371140594,594.1992926318344,497.8129785360819,625.209341510064,474.9634688363339
labeled-data/pursuit-14_days_post_TN_C57-5-5/img5009.png,643.1625277027231,332.97008713075695,695.3899784450042,238.30783266037224,685.5973314308266,300.32793041683124,652.9551747169007,279.11052855277944
labeled-data/pursuit-14_days_post_TN_C57-5-5/img5639.png,723.1358116518411,512.5019490573485,,,719.8715959804485,551.6725371140594,754.1458605300705,536.9835665927928
labeled-data/pursuit-14_days_post_TN_C57-5-5/img6186.png,670.90836090956,600.635772184948,770.4669388870334,514.1340568930448,713.3431646376634,595.7394486778592,698.6541941163969,566.361507635326
labeled-data/pursuit-14_days_post_TN_C57-5-5/img6859.png,594.1992926318344,633.2779288988738,662.7478217310785,572.8899389781111,631.737772852849,651.231115091533,628.4735571814565,603.8999878563407
labeled-data/pursuit-14_days_post_TN_C57-5-5/img7621.png,,,697.0220862807005,159.9666565469505,776.9953702298186,60.40807856947697,799.8448799295666,97.94655879049162
labeled-data/pursuit-14_days_post_TN_C57-5-5/img8258.png,760.6742918728557,461.9066061507636,666.012037402471,517.3982725644373,734.5605665017151,476.5955766720302,755.7779683657668,502.7093020431708
labeled-data/pursuit-14_days_post_TN_C57-5-5/img8834.png,515.8581165184127,559.8330762925409,644.7946355384194,579.4183703208962,543.6039497252495,603.8999878563407,559.9250280822124,559.8330762925409
