scorer,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear
coords,x,y,x,y,x,y,x,y
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0092.png,,,497.6453665587782,150.70550545203173,593.9379851051126,113.53993338151668,575.3551990698552,145.6374728969614
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0610.png,504.4027432988718,108.47190082644647,599.0060176601828,165.90960311724234,516.2281525940357,157.46288219212533,546.6363479244571,135.501407786821
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0837.png,626.0355246205575,133.8120636017976,512.8494642239889,125.36534267668048,600.6953618452062,118.60796593658688,597.3166734751594,157.46288219212533
labeled-data/pursuit-14_days_post_TN_C57-5-3/img0950.png,,,509.47077585394203,123.67599849165708,605.7633944002764,128.7440310467274,580.4232316249254,154.08419382207853
labeled-data/pursuit-14_days_post_TN_C57-5-3/img1790.png,,,593.9379851051126,143.948128711938,511.16012003896543,172.66697985733606,517.9174967790591,138.8800961568678
labeled-data/pursuit-14_days_post_TN_C57-5-3/img3024.png,538.1896269993401,209.832551927851,,,546.6363479244571,177.73501241240626,507.78143166891863,187.87107752254667
labeled-data/pursuit-14_days_post_TN_C57-5-3/img3457.png,588.8699525500424,255.44484492348317,484.1306130785909,152.39484963705513,573.6658548848316,208.1432077428276,539.8789711843635,235.17271470320225
labeled-data/pursuit-14_days_post_TN_C57-5-3/img3877.png,627.7248688055809,145.6374728969614,504.4027432988718,172.66697985733606,595.627329290136,125.36534267668048,599.0060176601828,155.77353800710193
labeled-data/pursuit-14_days_post_TN_C57-5-3/img4282.png,507.78143166891863,213.21124029789792,602.3847060302296,157.46288219212533,551.7043804795273,204.7645193727808,528.0535618891995,176.04566822738286
labeled-data/pursuit-14_days_post_TN_C57-5-3/img4750.png,531.4322502592463,225.03664959306172,502.7133991138484,115.22927756654008,550.015036294504,191.2497658925936,509.47077585394203,192.939110077617
labeled-data/pursuit-14_days_post_TN_C57-5-3/img5432.png,793.2805989378751,125.36534267668048,661.5117525060491,157.46288219212533,764.561747792477,110.16124501146987,773.008468717594,142.2587845269146
labeled-data/pursuit-14_days_post_TN_C57-5-3/img5991.png,612.52077114037,260.5128774785534,495.9560223737548,150.70550545203173,607.4527385852998,218.27927285296812,582.1125758099488,245.30877981334265
labeled-data/pursuit-14_days_post_TN_C57-5-3/img6734.png,499.3347107438016,192.939110077617,,,526.3642177041761,186.18173333752327,502.7133991138484,154.08419382207853
labeled-data/pursuit-14_days_post_TN_C57-5-3/img6919.png,582.1125758099488,270.6489425886938,528.0535618891995,123.67599849165708,568.5978223297614,228.41533796310853,539.8789711843635,252.06615655343626
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7306.png,517.9174967790591,105.09321245639956,561.8404455896678,238.55140307324905,516.2281525940357,140.5694403418912,543.2576595544103,123.67599849165708
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7384.png,631.1035571756277,179.42435659742966,516.2281525940357,201.385831002734,600.6953618452062,135.501407786821,587.180608365019,165.90960311724234
labeled-data/pursuit-14_days_post_TN_C57-5-3/img7674.png,509.47077585394203,518.9825377871351,577.0445432548786,615.2751563334696,502.7133991138484,567.9735191528141,534.8109386292933,544.3227005624863
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8071.png,796.6592873079219,566.2841749677907,673.3371618012129,574.7308958929077,769.6297803475472,564.5948307827673,774.6978129026174,600.0710586682588
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8651.png,,,639.5502781007447,615.2751563334696,752.7363384973132,584.8669610030481,742.6002733871728,618.6538447035164
labeled-data/pursuit-14_days_post_TN_C57-5-3/img8869.png,,,698.6773245765642,601.7604028532822,779.7658454576876,552.7694214876033,788.2125663828049,583.1776168180247
