scorer,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga,Beatrice-Tanaga
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear
coords,x,y,x,y,x,y,x,y
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0084.png,,,,,,,756.11502686736,606.8284354083526
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0196.png,734.1535524620556,625.41122144361,,,779.7658454576876,616.964500518493,742.6002733871728,593.3136819281651
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0367.png,,,,,,,,
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0633.png,718.949454796845,578.1095842629545,773.008468717594,535.8759796373693,734.1535524620556,622.0325330735632,744.2896175721962,593.3136819281651
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0943.png,713.8814222417748,569.6628633378375,776.3871570876408,537.5653238223927,724.0174873519152,618.6538447035164,739.221585017126,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1261.png,698.6773245765642,576.4202400779311,781.4551896427113,542.6333563774629,724.0174873519152,622.0325330735632,727.396175721962,588.2456493730949
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1428.png,700.3666687615876,579.7989284479779,779.7658454576876,540.9440121924395,722.3281431668918,616.964500518493,730.7748640920088,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1484.png,700.3666687615876,583.1776168180247,776.3871570876408,546.0120447475097,720.6387989818684,627.1005656286334,730.7748640920088,591.6243377431417
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1606.png,702.056012946611,581.4882726330013,,,720.6387989818684,623.7218772585866,730.7748640920088,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1712.png,702.056012946611,595.0030261131885,779.7658454576876,547.7013889325331,730.7748640920088,627.1005656286334,730.7748640920088,588.2456493730949
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1758.png,703.7453571316344,574.7308958929077,,,722.3281431668918,616.964500518493,739.221585017126,586.5563051880715
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1889.png,705.4347013166578,576.4202400779311,,,717.2601106118216,625.41122144361,729.0855199069854,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2113.png,705.4347013166578,573.0415517078843,,,717.2601106118216,623.7218772585866,734.1535524620556,589.9349935581183
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2296.png,,,,,727.396175721962,630.4792539986802,729.0855199069854,588.2456493730949
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2494.png,,,,,722.3281431668918,625.41122144361,729.0855199069854,584.8669610030481
labeled-data/pursuit-14_days_post_TN_C57-5-6/img3071.png,,,,,715.5707664267982,623.7218772585866,724.0174873519152,593.3136819281651
labeled-data/pursuit-14_days_post_TN_C57-5-6/img6423.png,,,,,712.1920780567514,611.8964679634228,713.8814222417748,576.4202400779311
labeled-data/pursuit-14_days_post_TN_C57-5-6/img6479.png,,,,,729.0855199069854,625.41122144361,715.5707664267982,591.6243377431417
labeled-data/pursuit-14_days_post_TN_C57-5-6/img7569.png,,,,,724.0174873519152,591.6243377431417,712.1920780567514,616.964500518493
