scorer,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan,Vivian-Gunawan
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear
coords,x,y,x,y,x,y,x,y
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0008.png,762.306399708552,545.1441057712743,697.0220862807005,625.1173897203923,788.4201250796926,569.6257233067186,816.1659582865294,584.3146938279851
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0135.png,605.6240474817084,303.5921460882238,652.9551747169007,455.37817480797844,599.0956161389233,349.2911654877198,638.2662041956341,342.7627341449346
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0224.png,572.9818907677827,130.58871550441734,514.2260086827164,267.6857737029054,522.3865478611979,142.01347035429137,558.2929202465161,159.9666565469505
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0409.png,790.0522329153889,633.2779288988738,654.5872825525971,545.1441057712743,767.2027232156408,608.7963113634294,754.1458605300705,638.1742524059625
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0595.png,757.4100762014632,368.8764595160752,680.7010079237376,502.7093020431708,724.7679194875374,390.093861380127,750.881644858678,404.7828319013936
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0632.png,819.430173957922,385.1975378730381,679.0689000880413,457.01028264367477,760.6742918728557,396.6222927229121,785.1559094083,439.0570964510156
labeled-data/pursuit-14_days_post_TN_C57-5-6/img0914.png,631.737772852849,399.88650839430466,527.2828713682867,458.64239047937104,597.4635083032271,377.0369986945567,607.2561553174047,419.4718024226602
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1446.png,501.1691459971461,450.4818513008896,654.5872825525971,527.1909195786151,533.8113027110718,489.6524393576005,543.6039497252495,457.01028264367477
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1543.png,706.8147332948782,97.94655879049162,602.3598318103159,186.08038191809112,675.8046844166488,101.21077446188417,700.2863019520931,132.2208233401136
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1698.png,520.7544400255015,396.6222927229121,571.3497829320864,275.8463128813869,545.2360575609458,380.30121436594925,515.8581165184127,365.61224384468267
labeled-data/pursuit-14_days_post_TN_C57-5-6/img1787.png,519.1223321898052,633.2779288988738,600.7277239746196,510.8698412216522,548.5002732323384,616.9568505419109,510.96179301132383,600.635772184948
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2032.png,453.8380187619538,122.42817632593585,543.6039497252495,140.3813625185951,499.5370381614498,155.07033303986168,509.32968517562756,102.84288229758045
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2178.png,,,672.5404687452562,492.91665502899303,765.5706153799446,535.3514587570965,752.5137526943743,563.0972919639335
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2599.png,670.90836090956,548.4083214426669,760.6742918728557,499.4450863717782,698.6541941163969,569.6257233067186,695.3899784450042,535.3514587570965
labeled-data/pursuit-14_days_post_TN_C57-5-6/img2956.png,682.3331157594339,541.8798900998817,770.4669388870334,496.18087070038564,721.5037038161448,561.4651841282371,710.0789489662708,527.1909195786151
labeled-data/pursuit-14_days_post_TN_C57-5-6/img4709.png,682.3331157594339,572.8899389781111,762.306399708552,501.0771942074745,710.0789489662708,577.7862624852,703.5505176234857,541.8798900998817
labeled-data/pursuit-14_days_post_TN_C57-5-6/img5139.png,,,775.3632623941223,492.91665502899303,700.2863019520931,558.2009684568445,688.8615471022191,527.1909195786151
labeled-data/pursuit-14_days_post_TN_C57-5-6/img6622.png,,,750.881644858678,501.0771942074745,697.0220862807005,581.0504781565926,672.5404687452562,561.4651841282371
labeled-data/pursuit-14_days_post_TN_C57-5-6/img8304.png,697.0220862807005,590.8431251707702,747.6174291872854,497.8129785360819,731.2963508303226,574.5220468138075,698.6541941163969,564.7293997996296
